,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
221059,142417.0,0.0984797697109349,1.04365729250194,-2.63740803505831,-1.39919407060778,3.92528078672218,2.77881028510586,1.32782846101052,0.253291924752326,-0.494841706181459,-0.487924906389297,0.314951032040993,-0.453813217823916,-0.509325171086694,-0.492761431576131,0.650528765252925,-0.662044333898989,0.48944551377005,0.148343784264147,0.0011777065549666,-0.0360688771647795,0.244679588883458,0.818757667015187,-0.193096595242884,0.639250599333667,-0.622748680606132,-0.259160194402558,-0.171019305166653,0.0377329334057487,15.67,0
8977,12412.0,-0.553662602429694,0.605720007905094,0.726001068794981,-2.49450018992632,0.743361125342223,-0.7881700701912,0.97723153950262,-0.15933087327195,1.34327923174162,-1.88918986205544,2.21308076033937,-1.67548346260302,1.21999983108783,2.13010679020818,-0.426549028547405,-0.713791843036769,0.411811316909752,0.153802735163781,0.134976198083944,-0.141919066105543,-0.0013528962314782,0.248667060955992,-0.331246773949364,-0.307801936373252,0.297296254117567,-0.0381799182313754,0.0160229744318161,0.0686695105095947,14.95,0
133476,80404.0,-0.13350709795639,1.3965249553462,-0.337627357209731,0.732283674087672,0.606214433489937,-0.653092092836711,0.890895627154466,-0.0758794332840208,-0.499234123639262,0.286966714232881,-1.24790436391758,0.018310029884655,0.657103808969437,0.415561385218202,0.672267872776147,-0.30658759924553,-0.423192747140821,0.0947596538479789,0.698228112412787,0.0500386876174142,0.0912997875464834,0.512394568873039,-0.0570342738786739,-0.427356008626884,-0.592747277020963,-0.403373157313888,0.0216850136230423,-0.0679785161875618,9.99,0
274757,166190.0,2.07759189646999,-0.0126782814412956,-2.05525002069096,0.201230733413859,0.646088505080215,-0.80199638470869,0.492396928533901,-0.254321204384395,-0.0070362106196258,0.345661953870223,0.803001890202273,0.560412569547504,-0.906430791441418,0.913819024023431,-0.875711271326499,-0.462748542063993,-0.255976813557082,-0.263024158149952,0.35053483873328,-0.258593819290392,0.143695832380673,0.526611594860776,0.0120928648906729,0.768898504171728,0.324701398389939,0.66557433277636,-0.122889943091485,-0.0901270700765192,0.76,0
145244,86755.0,-0.671640825605518,0.530596735655916,-0.226950782524543,-2.78322030387154,1.70629472139007,-0.908031966175814,2.06945248502114,-1.0301794074044,-1.07261638902897,1.05932571972101,-1.47268566583538,-2.37967625197167,-1.5785404630558,-0.261039260437906,-0.763096393679596,0.233915515876766,-0.188906908029939,-1.36123057567958,0.445855288680986,0.416762212307455,0.181937042511242,1.04332284353656,-0.999117586825472,0.142059784488485,1.73588541396512,0.27582509537579,-0.382137243024754,-0.512726057741744,24.0,0
274776,166203.0,-0.628148259327288,0.556466565003265,0.368789857363169,-0.459353775067893,1.26809594657855,-1.38163062249576,1.3444015167839,-0.484324015660506,-0.248057222188398,-1.14248339358376,-0.390155865820524,-0.317839047050218,0.0503186652543059,-1.03241599225842,0.595555397590163,0.0053223023720781,0.288837155936155,0.560009418699419,-0.557684620327526,0.194372157585155,0.282965567546665,0.873246521451056,-0.313331921465565,-0.0761902019002155,0.335196175563181,-0.128414480793152,-0.0727690579502461,-0.0586763425596293,54.95,0
169272,119608.0,1.78631348310277,-1.13867133578735,-0.553206509184809,0.611224015035532,-0.940299120371893,0.0241315436151627,-0.733057065240563,0.043334941695962,-0.0959840318140479,0.951885979369638,-1.41050336692204,-0.526707913218824,-0.389187437215605,0.082387860210114,0.791671253322862,-0.834222025808781,-0.568229823354028,1.56692575708421,-1.29535504609572,-0.357607457363943,-0.414278186770796,-1.07071934683702,0.328522262017332,0.440613192231727,-0.543472900270326,-0.959994403566924,0.0420207310468082,0.0118336113869461,163.0,0
34146,37532.0,1.31328039430681,-0.634374444835686,0.76158672953517,-0.896493550989598,-0.918664862252837,0.170332802816109,-0.996627455592264,0.162984258163057,-0.888298098911298,0.700537994088351,1.51417175857139,0.49969427488565,0.999235249264364,-0.292992371667447,0.522576022896974,1.39735733844306,-0.0320353133032417,-1.12818634448967,0.444322905840125,0.130295757974002,0.19413556854636,0.499848001451424,0.0093325570686524,-0.27187904390343,0.229792790843943,-0.270869428735222,0.0461518104697566,0.0126444437458435,14.4,0
244763,152478.0,2.04610934649333,-1.08509939501879,0.0015938924497453,-0.563828707044369,-1.25015570498404,0.162741420611323,-1.39587515749036,0.0709950073643974,0.128812894977903,0.79871353304185,-1.06499461690535,0.380192574319615,1.85962341158758,-0.689056509785062,1.28699370690899,-0.397316435667345,-0.85831480281152,1.78265261606749,-1.29507289920459,-0.376183064475435,-0.113203999856601,0.178228650399551,0.30029932564733,0.501796152365379,-0.636626789629248,0.576473542672938,0.0160573199120193,-0.0165055801347128,45.9,0
121578,76244.0,1.17674686585032,0.185503802804913,0.684253842630418,1.32107471784911,-0.485067147740777,-0.540939781166356,0.012173496908936,-0.112362935770674,0.414459609924628,-0.18432515314933,-0.64443971470068,0.746959795094164,0.373622698513775,-0.138777983319683,-0.21875081244996,-0.307852059617297,-0.0938470811337186,-0.595952600986689,0.0453015981990539,-0.104275040565857,-0.244563032702119,-0.524611864476886,0.0131966028554227,0.386257197027814,0.533307271624357,-0.52868221847839,0.0394956970348887,0.0299322021164541,17.49,0
62374,50244.0,-1.34446585790125,1.0908018386529,0.129592185667821,0.362493041638904,1.05052251737822,0.819485293439244,0.473216921708649,0.508946047248893,-0.943548495741791,-0.0625765089390677,-0.197477334243434,0.0566199178582424,-0.214910837686233,0.880088658675262,0.687284232602595,0.164069835588971,-0.521097247332857,0.259871849214973,1.37235236254353,-0.260096442890745,-0.293422357155714,-1.02078408826885,-0.0119317307626031,-1.78085716866606,-0.0010213009967917,-0.58214205030906,-0.37140715374442,0.0542625487218518,32.53,0
74244,55484.0,-2.8606074609866,2.57806912548532,-1.37398420665994,-1.81231269743794,-0.530821920660072,0.308582184541908,-1.18723096017282,2.30797498584151,-0.769812732841865,-0.874977019545074,-0.614187037508021,1.51501910304641,1.49978762131912,1.34148123147183,-0.209020645721359,1.34753439620853,-0.466447936469206,0.201093068508308,-0.154090164388905,-0.192666710117022,0.114839226020278,-0.200326238781804,-0.008332557424216,-1.64107887210389,0.077006464673714,0.873752906337274,-0.424109534491641,-0.0451859951632365,0.77,0
46487,42807.0,-0.315435760995973,1.09452245838137,0.411681804954788,1.25119494429936,0.27667623642537,1.66348252612868,-0.362148890260407,-2.1574469670208,-0.585401117555478,0.0145776690357843,1.01770065154415,1.14921274938211,0.660740946889496,0.631251166426957,2.09343611993948,-1.75904580580971,1.39889850109995,-2.30183136750574,-1.2167554617652,-0.625427324902036,2.42191567563926,-0.127222600971526,-0.0282111796152821,-0.619613077041215,0.400852399825571,-0.0741098545291783,0.419225837557302,0.22748279216969,92.0,0
157531,110029.0,-0.516532523224605,1.0331856649183,1.0953675816687,-0.334182377990383,0.739455069980013,-0.18722503151599,0.766537119069114,-0.0228457007971616,0.750798733832407,-1.01364997582772,1.65061962839801,-2.80177800107614,0.0919976142092383,2.35044621706482,-0.140182914974105,-0.430669253906324,0.362842467715661,1.30224796743976,0.776281291436498,-0.0898327258588397,0.159828051338976,0.65646647504481,-0.603735773511695,0.70372893974546,0.920159719589386,-0.245962068449559,0.0165927265147774,0.0436380632386434,1.0,0
230247,146250.0,2.33205180059559,-1.32828100277429,-1.17764252820196,-1.63735270061153,-0.979192254286665,-0.511689044676628,-1.05398076317334,-0.190918735373727,-1.204046904398,1.5795896095515,-1.3180841719387,-1.00233221989196,0.319622287650056,-0.390926541930986,-0.140673427746063,-0.508487264308375,0.398866694289478,-0.0017445639738474,-0.0039654047339491,-0.416816291523632,-0.196563902785655,-0.0793581988373398,0.229260847331613,0.451151639289024,-0.11319070389081,-0.177443281041491,0.0025776280309298,-0.047715557968445,15.0,0
12067,20928.0,-0.278524173285655,0.0968966291324881,0.277317901712791,-2.81513057397099,2.00984406988806,3.3919384286009,-0.427702881084579,0.927888938561829,2.56700415272699,-2.00290761098248,0.42676108969136,-2.13546505025197,1.50140619576201,1.28277727572581,-0.131497715578504,0.0609213748177354,-0.271606914923949,0.986284928695088,-0.0239821686876588,-0.0970067372488993,-0.0568522318897358,0.108186468440211,-0.062152057543416,0.940095058999974,-0.438175939561946,-1.01441142102806,0.225052052746441,0.191043553952065,11.85,0
261948,160250.0,1.86033660230488,-0.436899082489029,-0.35676146937764,1.36508929646383,-0.751294519246934,-0.504524941771138,-0.524036740357799,0.03163862035531,1.18662577091244,0.25343848786265,-1.37160868057006,-0.771136493481872,-1.67424628955795,0.369622037181333,0.993857238209682,0.595515278262723,-0.73671347089191,0.627934105401535,-0.712288131217935,-0.250026996864214,0.22750255650384,0.600921444575614,0.0929771549167463,-0.173107957901439,-0.151522591044657,-0.554341510573876,0.034414931413853,-0.0255131472014302,61.6,0
35328,38070.0,-3.84451132032744,-0.724269668498554,-1.08209385180382,0.0837633719847566,0.185321473149901,4.00275094615815,-2.09378470703022,2.64951508159837,-1.59632579738362,0.0522724880076617,-1.25651846778759,0.135482058012742,0.765702954505168,0.821845700996883,1.079024779306,-0.733472302886349,0.355245822298185,2.40881875401924,0.340366301141321,-0.893440145432047,-0.231223025327715,-0.30713207310895,0.0483108107847443,1.04140965819801,0.522752916804563,-0.0400467835976109,-0.0326097029353492,-0.814379260658664,52.54,0
229695,146018.0,-0.465171869421779,0.710381405713802,0.5333857846034,-0.826618990918847,1.12868376130214,-0.450093820283237,1.20058906788343,-0.197607434806043,-0.591145933681738,-0.84854958759463,-1.03564889949813,0.575061509932662,1.33326355996276,-0.0948382531617326,-0.450186352541519,-0.0723071606262145,-0.579026184794494,-0.710779277742473,0.149859827763268,0.123716921914049,-0.187828175325402,-0.600679628108983,0.0085714807937204,0.504982492374382,-0.174510886507273,0.151820568796152,0.0440908713510585,0.146673887991509,41.29,0
126085,77925.0,-0.41037291472424,0.735681085606424,0.319837769762422,1.05414738296098,0.27761562571756,-0.457277201557261,-0.138362301225358,0.374193981981969,-0.706321146216933,-0.391678420368222,-1.05538889503832,-0.131032362634492,0.755381334853065,-0.0502036965914915,1.80434351144039,0.188017632438446,0.395535283027815,0.399679421731781,1.8435102145064,0.240824526808131,-0.159722981448655,-0.702202413455067,0.0545897421752968,-0.60769354372449,-0.528004110243271,0.314335527053401,-0.0540631339824625,-0.085305725010341,12.99,0
110817,71987.0,-1.23557287581267,0.319310555079669,0.626447248234155,0.218039838948166,-0.535892797669799,-0.0359133088595606,0.212016948838613,0.291472078136903,-1.71079558390216,0.464799100609802,-1.0169702605681,-0.662952630522822,-0.249933909270236,0.61752229941113,1.2912371670252,-1.80289984024559,0.420908604834504,1.06509316556715,-0.436788844443344,-0.661907094738189,-0.340107337539119,-0.662364638991124,-0.114159352787034,-0.333853543859651,-0.29982368044899,-0.41069912874325,-0.124625626052631,0.0123602718959066,110.39,0
63322,50661.0,0.957639312440722,-2.18584661383618,0.48014038112773,-0.945105482290626,-2.0039656462122,0.202655600518475,-1.14041830378171,0.106043826948277,-1.13591533708518,1.26120888451322,0.116174514187216,-0.34754189890719,-0.540238747309057,-0.632399347022328,-1.88879399899155,-0.768580488395107,0.832194816710927,0.429462929975822,0.626274097498281,0.116159394397901,-0.117858585889916,-0.274275962194733,-0.299225928527306,0.0043850112890822,0.421876047330104,-0.110579208612424,0.0078041146255471,0.0489021984694121,264.45,0
50110,44353.0,1.08031016391419,-1.0710340888959,0.352331960731495,-0.514989849175504,-1.03965614921276,-0.0032902385593165,-0.620536536842101,0.123220622866711,-0.619457839145863,0.580825613439126,1.21391110457813,0.0914170440622056,-0.706167102300797,-0.0833260404572443,-0.850496513791532,0.527134130988653,0.748865700803107,-1.61733942515983,0.837807857029414,0.220918185465643,0.121302823917913,0.14237751633611,-0.111831681896783,0.0326230301111011,0.388992860537243,-0.242005605619703,8.87776207096234e-05,0.0185904699944127,127.2,0
233350,147534.0,0.0170695052899113,-0.0805156387640635,-1.42815469663588,-1.7877284410897,2.66907235063658,3.49534869409709,0.288392747892787,0.71416054751883,-1.78707851933253,0.438934022410977,-0.486809596468801,-0.439206599613609,-0.0995465923178763,0.473794348469437,0.0413914882782412,-2.59521186552942,0.442475732537744,0.683015580427648,0.350319511825315,-0.237133666802722,-0.260353795137296,-0.305933474042141,0.0139116302351839,0.733273419739076,-0.400687982834889,0.792913952755877,0.133158165014475,0.168141435788318,47.58,0
64235,51084.0,1.08210701283873,0.0446289560420625,0.411538288392701,1.1502453397171,-0.214473289828108,-0.118190449242509,-0.0217291223577983,0.0591810521681329,0.183919416485553,-0.02950843303675,-0.575770920704128,-0.189757962131177,-0.703424391356274,0.465499686521398,1.37981833082504,0.181479750467082,-0.31047483248267,-0.580967771703643,-0.563601559540472,-0.0899493253091059,-0.250283089075298,-0.876578477894045,0.0918912318818973,-0.354222954673885,0.208051757343548,-0.627797411687845,0.0281312825785965,0.0346457094086947,63.76,0
260513,159590.0,-0.579868194177533,0.783154823888325,0.116849185617129,0.138459705136594,-0.13406928935686,0.202020687357185,-0.190437107039675,0.609741385552771,-0.12846152256779,-0.849829916524664,0.888453945174471,0.363418357221447,-0.0945956847511789,-0.971969830382571,0.206795045092239,0.615407262588392,0.702041592218971,1.46270010832627,0.644668877220614,-0.0767727910928484,0.417634703319029,1.20932735479645,0.106338953549699,0.66877252961289,-1.02569857494551,0.626410505112027,0.0115450964596456,0.167967870282235,49.99,0
83435,59849.0,1.45151209801763,-0.686307434016014,-1.37415717376711,-1.75041943837166,1.53731302354446,3.12023477822045,-0.885370065754481,0.705251646657139,-1.07993467315273,0.754394727543292,-0.262921166134751,-0.30642900500611,0.325073500314572,0.280274281296153,1.02561979597195,-1.00754397381138,-0.519040767320408,1.30827755155186,-0.388478648331483,-0.338516804876917,-0.43667756987455,-0.92869864777836,0.0043210063062337,1.0356744994891,0.435711125263016,1.05494114339866,-0.0637133497993721,-0.0010745258444962,12.9,0
234069,147815.0,-1.00174431294673,1.75505275309204,-0.966196746950606,-0.733047403301658,0.646111634493016,-0.843576849570194,0.907510173496886,-0.217220842221104,0.557029284771979,0.742868541941415,-1.46501209474888,0.169146218719996,0.891298596753783,0.061323015971702,0.481954772343417,-0.313000561107659,-0.767302403070299,0.265065851909464,0.266942951112989,0.209820926514258,0.331505485163414,1.23083811870121,-0.161295721214646,-0.668283374358563,-0.609426553472065,-0.246955379512075,-0.120946049538292,0.163310102876479,2.99,0
12440,21820.0,-1.29794559102018,1.2814915675572,0.712828013343167,0.698744762807216,-0.333055060029496,-0.40140388076405,-0.514281093042017,0.933396208998757,0.329675765585191,-1.04748116983546,2.36392386281772,-2.03457310291389,0.71210979667244,2.1822481568677,0.0639504783522043,0.218995351435974,1.46686631647952,0.424471599484394,0.260597983059297,-0.340320040319139,-0.133706484820259,-0.516771351082992,0.127002334004156,0.106800870472144,-0.91501466875096,0.0430357935853922,-0.212669097767812,-0.055328899431946,9.99,0
76554,56623.0,-1.09252054282848,1.04816529892802,2.02580861919437,-0.287368764106802,0.129890172130499,-0.143156896227386,0.696174660165562,-0.0397196869549408,-0.302501663609606,0.27276714267628,1.62846589220065,-0.0097631199859112,-1.36675946562806,0.313261160536873,0.642722882164986,-0.0497097182435075,-0.301039759713259,-0.262190050889346,-0.0189177948217873,0.0473328005590224,-0.178266738553036,-0.500629343930795,-0.10691106257172,0.173634829285529,-0.0458484741402665,0.0829477079277221,-0.312772182304327,-0.10946923751923,2.69,0
12829,22520.0,1.18593239871156,-0.304126420944757,1.0168542378152,-0.564526436512183,-0.941221991121633,-0.299162554859316,-0.714790370315013,0.0103184213681327,3.0702288593115,-1.5056205768659,0.765742597710157,-1.57078420047588,1.78636354693946,1.2757897115528,0.765430813360496,-0.772466077581811,0.854460233128662,-0.0108738061021995,-0.0105114354928601,-0.165515952015222,-0.12627322205111,0.153585430882638,-0.0063939940779395,0.0432306259904357,0.40719686858444,-0.69733091480852,0.0826923277965011,0.0278024452806855,11.85,0
226208,144536.0,1.48169754001593,-0.604780194217243,-1.91594186735947,1.60910564833798,0.241103911362248,-1.06760499015547,1.12118336663211,-0.582434755576431,-0.0010905934503756,0.097596930081917,-0.877181157199254,0.908645939816073,0.955262452276003,0.360951094089681,-0.651422091310636,-0.678637248212926,-0.262595923649015,-0.633436070786071,-0.229104075613981,0.371642771511965,0.229225104205183,0.28040642650504,-0.285945489266801,0.0277409979419563,0.413689309992709,-0.525614436128224,-0.0652499947342195,-0.0090478096870892,299.0,0
242539,151536.0,1.90571424435654,-0.371410425832444,-1.32850336820965,0.0609300825417628,0.583396380341218,0.824799802448693,-0.274677729921883,0.366817889620689,0.511215329053,0.141311511914937,1.08291310266027,0.520319148741401,-1.43387141211517,0.822522869460969,0.340051093649052,-0.675879145339633,0.302062045912934,-1.52741846531531,-0.56873941110196,-0.394009060252142,-0.18994731291884,-0.404149412335537,0.391939774922069,-1.45457682198371,-0.560332802589682,0.303686376657918,-0.0309531955455148,-0.0881466731714372,1.98,0
101177,67748.0,1.24999359873954,-1.30045941858299,1.46269734191432,-0.394704316072524,-1.7698679553139,1.04290197440662,-1.89682106974998,0.654268211187134,0.810464690367849,0.453504138403216,0.0833223466147983,-0.622711878603308,-2.27808204426755,-0.741603303293019,-1.55142080993227,0.66304242382616,0.929460782452576,-0.936348255057467,1.05921837117726,-0.128996146912945,0.170081446420523,0.749015037847986,-0.0860459574841968,-0.299583698447132,0.345323661417886,-0.0050358103320893,0.0842279139111577,0.005093720436133,2.0,0
215088,139932.0,2.03879712239812,0.139606062557712,-2.03174814023299,1.02588029661383,1.03687044130285,-0.187914153669268,0.56032477542272,-0.227543327260779,-0.0420936006876906,0.411648921096642,-0.18318967472454,0.855545950587536,0.224261511087909,0.592421144687008,-1.17950721416848,-0.241439931270395,-0.794721615193435,0.146240050189717,0.469949240971048,-0.20589160975862,0.0418897157558533,0.310631516189099,-0.164424182796172,-1.14105793041637,0.581620257016607,-0.441967696770296,-0.0197670520758913,-0.0802739692123698,21.0,0
263575,161018.0,1.90968964980515,-0.816276656751326,-0.760339825743431,0.303241627411455,-0.487749334279243,0.197334464336724,-0.741555769342721,0.154579168736683,1.53983633720053,0.0170214984572866,-1.90000746670283,-0.776741227895846,-1.33361889159045,0.0232096312359368,0.629414240311835,0.632303586284258,-0.662997278116104,0.470556960951693,-0.0050963389679315,-0.100928355684674,0.133690973124998,0.33607107897456,0.0720980654055229,0.100358378255859,-0.250795046654074,0.573454201785732,-0.048916777229224,-0.0379462728185899,79.99,0
194709,130726.0,-4.66367594820648,-1.89889840341918,-1.13200593516569,0.3893016263205,1.72255398300331,-0.0832559355116835,-6.84014277244652,-10.4870088837034,-1.01524156337595,-0.690616811120889,-0.443656074433479,1.0572720308546,-1.607214555563,1.76323069286819,-0.880403478335201,0.538985345621505,-0.782153079125471,2.03183783291642,-2.1176591447289,-0.724464816866121,-6.06565825445807,1.24912514380685,-0.446268033742466,-0.308391055817034,-2.81009037211385,-1.32327068640199,1.69745466518923,-0.059040101122746,185.0,0
197039,131819.0,1.99607487108847,0.840598116742766,-2.65312100323566,1.75482415322784,0.843901424879076,-1.66961531471976,0.470488091870852,-0.337347663000379,0.216559641904957,-1.132481832894,0.0234620406360651,-0.959595043430507,-0.882524968374854,-3.01837431025637,0.989673637182664,1.2138378741173,2.18843213080812,1.7337938786576,-1.1019391321522,-0.186591743378147,0.0449127214483294,0.248101364982812,-0.0823848886675559,-0.434804185790513,0.313133082232251,-0.416199659132172,0.0399283935003434,0.0271938833793322,13.12,0
248414,153936.0,-0.158597579437572,1.37030093101813,-0.385881968639488,1.08216193502049,0.742923899970973,-1.85282744284135,1.39542385690113,-0.447772015745345,-0.634918340502024,0.610568114514577,-0.100244085054751,0.052012603825125,-0.433170342018365,0.812851251006283,0.268927524711801,-1.20924275982777,0.197015616524678,-0.50255859027894,0.0753968802900445,0.0577973540485473,0.279515143189146,1.1535884353917,-0.0036002777770173,0.878825235740256,-0.857394285914943,-0.559828569661558,0.664121373104158,0.393060353378517,0.49,0
244156,152228.0,1.92874496319456,-0.678033314878503,-0.554697944175004,0.394544141722533,-0.637530204614685,-0.205779765385551,-0.627633069829509,-0.0019872132181225,1.38385959812258,-0.0014504544323617,-1.68552001077186,-0.136339516633035,-0.235731160533173,-0.18840651483449,0.459535639930171,0.548247799314183,-0.70098731359072,0.291445726018929,-0.0221675654506042,-0.0904376716913382,0.143740814926516,0.494070405696521,0.0367347716393895,-0.60741074345655,-0.22694691684755,0.605121676983137,-0.0337519147152475,-0.0451307816447977,64.99,0
173124,121362.0,-1.57480071763861,-0.647868474883794,-0.566085783883101,-3.30835127966837,2.23404428867241,3.34545196863483,-0.623745863197142,1.58787610301374,0.797009435569028,-1.66478583742643,-0.585718042324908,0.342220272051231,-0.222519736944624,0.12834071389479,-0.0238467366612964,0.505083445702384,-0.766111418329805,-0.021473940500792,-1.24330689653774,0.254146645506791,0.335062712039708,0.556221907406083,0.0267441289616378,0.76282202710819,-0.0991645189451969,0.544926312491019,0.20192586891739,0.0286357682448743,90.0,0
79189,57909.0,0.126818133987858,-0.667921275834151,1.25880632039492,-1.61159987222999,-0.944667555992788,0.530278760041842,-0.7326320078036,0.244335803735873,-2.50444689672538,1.40954172066877,0.74844265301372,-0.82096154903038,0.212499479742296,-0.172539941478619,0.710964203813437,-0.498096582673277,0.569403286381035,0.525785942902509,0.990456389094271,-0.0743767983237328,-0.219242447562984,-0.37217706628513,0.192087274070347,-0.727996538190907,-0.58244681381681,-0.277710193495975,0.0942808034438756,0.0255165088198705,55.65,0
107342,70393.0,1.16072194289387,-0.0462458076448875,1.28505142596599,1.34563445647377,-1.01915226032476,-0.219956453473877,-0.592772591308039,0.113767380139623,0.95453224781312,-0.187519290305266,-0.858617942330726,0.264457809847746,-0.379427896140927,-0.278414510348161,0.22201317376131,0.0957038870162169,-0.223684305133418,-0.0141149339423196,-0.208032208166432,-0.169893783339769,-0.0695963428816778,-0.0033979833234148,0.0041097509943101,0.371806847120769,0.402121291660774,-0.406851446907667,0.0707044580482286,0.0365778338719326,4.99,0
